"q1","여행지 숙소를 선정할 때 어떠한 기준을 가장 우선시하게 고려하시나요?","좋은 숙박시설","이동동선","가성비"
"q2","여행 기간동안 여러분은 어떤 옷을 입을거에요?","러블리한 옷","편한 청바지"
"q3","제주도 여행 동안 어떠한 활동을 하고싶으세요?","요가 클래스","야경 투어","맛집 탐방","전통 체험"
"q4","예상치못한 교통사고가 났어요. 여러분이 가장 먼저 하는 일은?","사고현장 촬영","상대방에서 화내기","보험사와 연락"
"q5","여행 도중에서 돈이 떨어졌어요. 누구에게 가장 먼저 도움을 요청하실건가요?","연인","부모님","친한 친구","혼자 해결"
"q6","기대했던 맛집에 드디어 도착했는데 문이 닫혀있다면 대응책은?","가까운 식당으로 이동","미리 알아두었던 식당으로 이동"
"q7","여러분이 여행에서 가장 기대하는 건 무엇일까요?"
"q8","숙소에서 사람들이 맥주 한 잔 제안했어요. 당신은 어떻게 대답하시나요?"
